id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
dolci-dessert-plate-set-IUAowR,Dolci Plates Set,"This set of 4 dessert plates is crafted from premium porcelain, featuring Chiara Perano’s hand-drawn designs. Finished with a delicate gold rim, it brings elegance and charm to any table setting. Ideal for serving desserts, fruits, or as a decorative piece to elevate any dining experience.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 17cm*Includes: Set of 4 dessert platesChiara Perano is an Italian-English artist and illustrator, based in the South of England.Her style draws inspiration from her Italian roots, from La Dolce Vita. She expresses herself with antique touches that celebrate the simple joys of everyday life: family, good food and living the seasons to the fullest. Her collection for Bitossi brings love to your table setup.",https://joyandco.com/product/dolci-dessert-plate-set-IUAowR,https://joyandco.com/storage/app/public/product/2025-07-17-6878f3ae516d0.webp,https://joyandco.com/storage/app/public/product/2025-07-17-6878f3ae8c782.webp,in stock,652.00 AED,BITOSSI,new,3553,dolci-dessert-plate-set-IUAowR,
donna-catch-all-tray-4xQH49,Donna Catch-all Tray,"Add some love to your table with Bitossi Home's Donna catch-all tray. Featuring the playful pen work of Italian-British artist Chiara Perano, this plate's portrait illustration will bring a fun and charming vibe to any home.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 20.5x17cm",https://joyandco.com/product/donna-catch-all-tray-4xQH49,https://joyandco.com/storage/app/public/product/2025-07-18-687960ba6fbae.webp,https://joyandco.com/storage/app/public/product/2025-07-18-687960ba8137f.webp,in stock,595.00 AED,BITOSSI,new,6456,donna-catch-all-tray-4xQH49,
double-the-party-vase-yYkLDf,Double The Party Vase,"Make a bold, joyful statement with the Double The Party Vase. Crafted from smooth stoneware, this cream-colored vase is adorned with playful 3D multicolor dots that add texture, color, and character to any space.Dimensions: 24.5x24.5x40cmMaterial: StonewareCare: Wipe Clean",https://joyandco.com/product/double-the-party-vase-yYkLDf,https://joyandco.com/storage/app/public/product/2025-05-21-682ddf96334b8.webp,https://joyandco.com/storage/app/public/product/2025-05-21-682ddf964f5ab.webp,in stock,850.00 AED,KERSTEN,new,602,double-the-party-vase-yYkLDf,
edion-oud-3000ml-Fa1UyW,EDION Oud 3000ML,"Intriguing fragrance with extreme charm with odors and olfactory notes that stimulate deep chords and recall distant atmospheres.All this given by saffron known as the red gold of spices, which blends with woody and at the same time delicate heart notes such as rose, supported by spicy base notes. A perfume with a strong personality, intriguing with extreme charm.Characteristics: fragrance with spicy oriental notesTop : cardamom, cistus, saffronHeart : cedar wood, jasmine, roseBase : amber, musk, sandalwood, leather, animalic notes.3000MLPresented in an EDION box. Comes in an exclusive resin bottle in teal color.Silk Black Sticks included.Made in Italy.",https://joyandco.com/product/edion-oud-3000ml-Fa1UyW,https://joyandco.com/storage/app/public/product/2025-03-03-67c62e9fea67a.webp,https://joyandco.com/storage/app/public/product/2025-03-03-67c62ea040e9d.webp,in stock,2790.00 AED,EDION,new,4741,edion-oud-3000ml-Fa1UyW,
edion-oud-pqTyyh,EDION Oud 700ML,"Intriguing fragrance with extreme charm with odors and olfactory notes that stimulate deep chords and recall distant atmospheres.All this given by saffron known as the red gold of spices, which blends with woody and at the same time delicate heart notes such as rose, supported by spicy base notes. A perfume with a strong personality, intriguing with extreme charm.Characteristics: fragrance with spicy oriental notesTop : cardamom, cistus, saffronHeart : cedar wood, jasmine, roseBase : amber, musk, sandalwood, leather, animalic notes.700MLPresented in an EDION box. Comes in an exclusive bottle designed for JOY&CO, in smoked olive green with gold leaf.Silk Black Sticks included.Made in Italy.",https://joyandco.com/product/edion-oud-pqTyyh,https://joyandco.com/storage/app/public/product/2025-03-03-67c62d4e0bf9e.webp,https://joyandco.com/storage/app/public/product/2025-03-03-67c62d4e86e3d.webp,in stock,775.00 AED,EDION,new,4741,edion-oud-pqTyyh,
emma-candle-holder-5q00Ow,Emma Candle Holder,"The Emma Candle Holder with its bubble-style design and vibrant brown glass, adds a modern and stylish touch to any space.Material: GlassDimensions: 8.5x8.5x29 cm",https://joyandco.com/product/emma-candle-holder-5q00Ow,https://joyandco.com/storage/app/public/product/2025-02-19-67b64be679912.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbdfae8b7ab.webp,in stock,115.00 AED,WERNS,new,2784,emma-candle-holder-5q00Ow,
english-delft-dinner-plate-classics-on-acid-f5m2Cz,English Delft Dinner Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀28cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/english-delft-dinner-plate-classics-on-acid-f5m2Cz,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2bbe1464e.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2bbe55cce.webp,in stock,295.00 AED,SELETTI,new,3553,english-delft-dinner-plate-classics-on-acid-f5m2Cz,
evergreen-vase-waLCAv,Evergreen Vase,"This green stoneware vase features a rustic, textured design, making it a perfect addition to a natural and serene decor. Its organic look adds an earthy touch to any space.*Material: Stoneware*Dimensions: 8.7x8.7x22.1cm",https://joyandco.com/product/evergreen-vase-waLCAv,https://joyandco.com/storage/app/public/product/2025-02-26-67bf739ae5161.webp,,in stock,115.00 AED,KERSTEN,new,602,evergreen-vase-waLCAv,
fancy-candle-holder-OnKt5h,Fancy Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold green, turquoise, and purple glass. Its geometric design adds a touch of modernity and elegance.Material: GlassDimensions: 10x10x23 cm",https://joyandco.com/product/fancy-candle-holder-OnKt5h,https://joyandco.com/storage/app/public/product/2025-02-26-67bf60815864b.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf608164c72.webp,in stock,228.00 AED,WERNS,new,2784,fancy-candle-holder-OnKt5h,
fancy-pink-candle-holder-wSTBIb,Fancy Pink Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold pink, red, and yellow glass. Its geometric design adds a touch of modernity and elegance.Material: GlassDimensions: 10x10x15 cm",https://joyandco.com/product/fancy-pink-candle-holder-wSTBIb,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8a337ca0c.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8a3389549.webp,in stock,190.00 AED,JOY&CO PICKS,new,2784,fancy-pink-candle-holder-wSTBIb,
fancy-purple-candle-holder-Xumq0D,Fancy Purple Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold orange, red, and purple glass. Its geometric design adds a touch of modernity and elegance.Material: GlassDimensions: 10x10x28 cm",https://joyandco.com/product/fancy-purple-candle-holder-Xumq0D,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8980bc13d.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8980c9e49.webp,in stock,349.00 AED,JOY&CO PICKS,new,2784,fancy-purple-candle-holder-Xumq0D,
fancy-purple-candle-holder-ntWr5K,Fancy Purple Candle Holder,"The Fancy Candle Holder is a multicolored design made from glass, featuring a vibrant mix of colors that add a bold and modern touch to any space. Its sleek design makes it perfect for enhancing dining tables, mantels, or special occasions.Material: GlassDimensions: 10x10x60 cm",https://joyandco.com/product/fancy-purple-candle-holder-ntWr5K,https://joyandco.com/storage/app/public/product/2025-02-26-67bf881c93b1a.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf881ca0dd3.webp,in stock,720.00 AED,WERNS,new,2784,fancy-purple-candle-holder-ntWr5K,
fancy-tea-cup-set-with-saucer-gW5enB,Fancy Tea Cup Set with Saucer,"This vibrant set of tea cups adds a lively touch to your table setting. Designed in four assorted bold hues with a glossy gold rim, it exudes charm and elegance.*Material: Porcelain, real gold*Not suitable for dishwasher use*Not suitable for microwave*Dimensions: 15.5 cm x 8 cm*Available as a set of 4",https://joyandco.com/product/fancy-tea-cup-set-with-saucer-gW5enB,https://joyandco.com/storage/app/public/product/2025-02-19-67b644a1c7015.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b644a1d2eb5.webp,in stock,550.00 AED,WERNS,new,6049,fancy-tea-cup-set-with-saucer-gW5enB,
fancy-yellow-candle-holder-06TVHr,Fancy Yellow Candle Holder,"The Fancy Candle Holder is a multicolored design made from glass, featuring a vibrant mix of colors that add a bold and modern touch to any space. Its sleek design makes it perfect for enhancing dining tables, mantels, or special occasions.Material: GlassDimensions: 10x10x60 cm",https://joyandco.com/product/fancy-yellow-candle-holder-06TVHr,https://joyandco.com/storage/app/public/product/2025-02-26-67bf88d972c1d.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf88d981b61.webp,in stock,720.00 AED,WERNS,new,2784,fancy-yellow-candle-holder-06TVHr,
finya-vase-medium-xUMUdo,Finya Vase Medium,"Finya Vase is crafted from glass in green with a wavy, artistic design, it serves as a striking centerpiece or a decorative accent.*Material: Glass*Dimensions: 25x25x21 cm",https://joyandco.com/product/finya-vase-medium-xUMUdo,https://joyandco.com/storage/app/public/product/2025-02-19-67b6468b96406.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b6468b9d94f.webp,in stock,310.00 AED,WERNS,new,602,finya-vase-medium-xUMUdo,
finya-vase-small-u9P1wN,Finya Vase Small,"Finya Vase is crafted from glass in a soft blue hue with a fluid, artistic design, it serves as a striking centerpiece or a decorative accent.*Material: Glass*Dimensions: 20x 20x21 cm",https://joyandco.com/product/finya-vase-small-u9P1wN,https://joyandco.com/storage/app/public/product/2025-02-19-67b645c493022.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b645c49c5ce.webp,in stock,225.00 AED,WERNS,new,602,finya-vase-small-u9P1wN,
fiorentino-dessert-plate-classics-on-acid-LwzVgz,Fiorentino Dessert Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀21cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/fiorentino-dessert-plate-classics-on-acid-LwzVgz,https://joyandco.com/storage/app/public/product/2025-02-26-67bf32f452d1b.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf32f468392.webp,in stock,195.00 AED,SELETTI,new,3553,fiorentino-dessert-plate-classics-on-acid-LwzVgz,
firelight-duo-vase-b58wuT,Firelight Duo Vase,"Turn up the drama with the Firelight Duo Vase, a bold statement in two rich tones of red glass. Its smooth curves and layered color create a striking silhouette that brings warmth and depth to any setting. Whether styled with florals or standing alone, it’s the perfect accent for a dynamic, modern look.Material: GlassDimensions: 19 x 19 x 30 cm",https://joyandco.com/product/firelight-duo-vase-b58wuT,https://joyandco.com/storage/app/public/product/2025-05-16-682720f5ed3cb.webp,,in stock,285.00 AED,KERSTEN,new,602,firelight-duo-vase-b58wuT,
fish-fete-plate-set-wiq5aC,Fish Fête Plate Set,"Bring a playful coastal spirit to your table with the Fish Fête set. Each plate features a hand-painted sea creature: crab, lobster, squid, and shrimp, crafted on natural ceramic with artisanal charm.*Handmade and hand-painted for unique character*Dimensions: 22x2 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwave*Set of 4 plates (one of each design)Each piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/fish-fete-plate-set-wiq5aC,https://joyandco.com/storage/app/public/product/2025-04-29-6810b7d796df4.webp,https://joyandco.com/storage/app/public/product/2025-04-29-6810b7d7af974.webp,in stock,700.00 AED,VAL POTTERY,new,3553,fish-fete-plate-set-wiq5aC,
flower-bird-soup-plate-classics-on-acid-6Q6xUy,Flower Bird Soup Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀25.4x4.6 cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/flower-bird-soup-plate-classics-on-acid-6Q6xUy,https://joyandco.com/storage/app/public/product/2025-02-26-67bf309cad5e9.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf309ceb88e.webp,in stock,345.00 AED,SELETTI,new,3553,flower-bird-soup-plate-classics-on-acid-6Q6xUy,
